reference_role,inference_role,reference_name,inference_name
REACTANT,REACTANT,"(3R,5S)-1-allyloxycarbonyl-3-hydroxy-5-[1-hydroxy-1-(imidazo[5,1-b]thiazol-3-yl)methyl]pyrrolidine","(3R,5S)-1-allyloxycarbonyl-3-hydroxy-5-[1-hydroxy-1-(imidazo[5,1-b]thiazol-3-yl)methyl]pyrrolidine"
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,water,water
REACTANT,REACTANT,tert-Butyl 4-[5-bromo-2-benzyloxybenzylamino]benzoate,tert-Butyl 4-[5-bromo-2-benzyloxybenzylamino]benzoate
REACTANT,REACTANT,methyl-4-bromomethylbenzoate,methyl-4-bromomethylbenzoate
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
REACTANT,REACTANT,sodium nitrite,sodium nitrite
REACTANT,REACTANT,"2,2-difluoro-1,3-benzodioxol-4-amine","2,2-difluoro-1,3-benzodioxol-4-amine"
REACTANT,REACTANT,HCl,HCl
SOLVENT,SOLVENT,H2O,H2O
REACTANT,REACTANT,"2,4-pentanedione","2,4-pentanedione"
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,COMPOUND_MISSING,sodium acetate,COMPOUND_MISSING
REACTANT,REACTANT,"((1S,3R)-3-(tert-butoxycarbonylamino)cyclopentyl)methyl 4-methylbenzenesulfonate","((1S,3R)-3-(tert-butoxycarbonylamino)cyclopentyl)methyl 4-methylbenzenesulfonate"
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,3-methylpiperidine,3-methylpiperidine
REACTANT,REACTANT,4-{4-[6-amino-5-(8-fluoro-5-methylisoquinolin-3-yl)-pyridin-3-yl]-pyrazol-1-yl}-piperidine-1-carboxylic acid tert-butyl ester,4-{4-[6-amino-5-(8-fluoro-5-methylisoquinolin-3-yl)-pyridin-3-yl]-pyrazol-1-yl}-piperidine-1-carboxylic acid tert-butyl ester
REACTANT,REACTANT,DCM,DCM
REACTANT,REACTANT,HCl,HCl
REACTANT,REACTANT,Et2O,Et2O
REACTANT,REACTANT,[1-(4-chloro-7-methoxy-quinolin-2-yl)-1H-pyrazol-3-yl]-isopropyl-amine,[1-(4-chloro-7-methoxy-quinolin-2-yl)-1H-pyrazol-3-yl]-isopropyl-amine
REACTANT,REACTANT,sodium acetate monohydrate,sodium acetate monohydrate
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,citric acid,citric acid
SOLVENT,SOLVENT,EtOAc,EtOAc
REACTANT,REACTANT,2-{4-[(4-cyano-1H-imidazole-2-carbonyl)-amino]-3-cyclohex-1-enyl-phenyl}-malonic acid dimethyl ester,2-{4-[(4-cyano-1H-imidazole-2-carbonyl)-amino]-3-cyclohex-1-enyl-phenyl}-malonic acid dimethyl ester
REACTANT,REACTANT,NaBH4,NaBH4
SOLVENT,SOLVENT,tert-butyl alcohol,tert-butyl alcohol
REACTANT,REACTANT,MeOH,MeOH
SOLVENT,SOLVENT,ethanol,methanol
REACTANT,REACTANT,4-(7-chloro-2H-benzopyran-3-sulfonyl)-1-(4-methoxycarbonylpiperidin-4-ylmethyl)-2-piperazinone hydrochloride,1-[1-(tert-butoxycarbonyl)-4-methoxycarbonylpiperidin-4-ylmethyl]-4-(7-chloro-2H-benzopyran-3-sulfonyl)-2-piperazinone
REACTANT,REACTANT,chloropyridine hydrochloride,hydrochloric acid
REACTANT,SOLVENT,triethylamine,ethyl acetate
REACTANT,REACTANT,3-Bromo-1H-indazole-4-carboxylic acid methyl ester,3-Bromo-1H-indazole-4-carboxylic acid methyl ester
REACTANT,REACTANT,1-(4-fluoro-phenyl)-1H-indazole-4-carboxylic acid,1-(4-fluoro-phenyl)-1H-indazole-4-carboxylic acid
REACTANT,REACTANT,"N,N-Dimethyl-2-[1-(phenylmethyl)-3-pyrrolidinyl]-2-propanamine","N,N-Dimethyl-2-[1-(phenylmethyl)-3-pyrrolidinyl]-2-propanamine"
REACTANT,SOLVENT,HCl,HCl
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,HBTU,HBTU
REACTANT,REACTANT,"(S)-2-amino-3-[4-(1,3,6-trimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)phenyl]propionic acid propyl ester","(S)-2-amino-3-[4-(1,3,6-trimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)phenyl]propionic acid propyl ester"
REACTANT,REACTANT,DIPEA,DIPEA
REACTANT,REACTANT,1-[4-azidobutyl]cyclopentanecarboxylic acid,1-[4-azidobutyl]cyclopentanecarboxylic acid
REACTANT,REACTANT,tert-butyl 3-hydroxy-4-[4-(3-m-tolyloxypropoxy)phenyl]piperidine-1-carboxylate,tert-butyl 3-hydroxy-4-[4-(3-m-tolyloxypropoxy)phenyl]piperidine-1-carboxylate
REACTANT,REACTANT,"6-chloromethyl-4-(3-methoxypropyl)-4H-benzo[1,4]oxazin-3-one","6-chloromethyl-4-(3-methoxypropyl)-4H-benzo[1,4]oxazin-3-one"
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,3-{6-[2-(3-methoxycarbonyl-phenyl)-(1Z)-1-ethenyl]-3-[6-(4-methoxyphenyl)-(5E)-5-hexenyloxy]-2-pyridyl}-propionic acid methyl ester,3-{6-[2-(3-methoxycarbonyl-phenyl)-(1Z)-1-ethenyl]-3-[6-(4-methoxyphenyl)-(5E)-5-hexenyloxy]-2-pyridyl}-propionic acid methyl ester
REACTANT,REACTANT,2n,2n
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,COMPOUND_MISSING,sodium hydroxide,COMPOUND_MISSING
REACTANT,REACTANT,triethylamine,triethylamine
REACTANT,REACTANT,water,water
REACTANT,REACTANT,4-methoxybenzyl glyoxylate,4-methoxybenzyl glyoxylate
SOLVENT,SOLVENT,dichloroethane,dichloroethane
REACTANT,REACTANT,"(3R,4R)-4-[(2RS,5SR)-5-methoxymethyltetrahydrofuran-2-ylcarbonylmethylthio]-3-phenoxyacetamidoazetidin-2-one","(3R,4R)-4-[(2RS,5SR)-5-methoxymethyltetrahydrofuran-2-ylcarbonylmethylthio]-3-phenoxyacetamidoazetidin-2-one"
SOLVENT,SOLVENT,dichloroethane,dichloroethane
SOLVENT,COMPOUND_MISSING,CHCl3,COMPOUND_MISSING
REACTANT,REACTANT,ethyl 3-carbamoyl-7-hydroxy-4-oxo-4H-1-benzopyran-2-carboxylate,ethyl 3-carbamoyl-7-hydroxy-4-oxo-4H-1-benzopyran-2-carboxylate
SOLVENT,SOLVENT,sulfuric acid,sulfuric acid
REACTANT,REACTANT,water,water
REACTANT,REACTANT,"Chloro[2-(dicyclohexylphosphino)-3,6-dimethoxy-2′-4′-6′-tri-1-propyl-1,1′-biphenyl][2-(2-aminoethyl)phenyl]palladium(II)","Chloro[2-(dicyclohexylphosphino)-3,6-dimethoxy-2′-4′-6′-tri-1-propyl-1,1′-biphenyl][2-(2-aminoethyl)phenyl]palladium(II)"
REACTANT,REACTANT,Sodium 2-methylbutan-2-olate,Sodium 2-methylbutan-2-olate
REACTANT,REACTANT,"tert-butyl 3-(6-chloro-2-(4-fluorophenyl)-3-(methylcarbamoyl)furo[2,3-b]pyridin-5-yl)benzoate","tert-butyl 3-(6-chloro-2-(4-fluorophenyl)-3-(methylcarbamoyl)furo[2,3-b]pyridin-5-yl)benzoate"
REACTANT,REACTANT,"2,2,2-trifluoroethanamine","2,2,2-trifluoroethanamine"
REACTANT,REACTANT,phenothiazine,phenothiazine
REACTANT,REACTANT,2-phenyl-benzimidazole,2-phenyl-benzimidazole
SOLVENT,REACTANT,dihydropyran,dihydropyran
REACTANT,REACTANT,toluene sulphonic acid,p.toluene sulphonic acid
REACTANT,REACTANT,1-chloro (4-tertbutylphenyl) butanol,1-chloro (4-tertbutylphenyl) butanol
REACTANT,REACTANT,sodium bicarbonate,sodium bicarbonate
REACTANT,REACTANT,"4-amino-1H-pyrazolo[3,4-d]pyrimidine-3-carbonitrile","4-amino-1H-pyrazolo[3,4-d]pyrimidine-3-carbonitrile"
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,DMF,DMF
SOLVENT,SOLVENT,ice water,ice water
REACTANT,REACTANT,tert-butyl chloroacetate,tert-butyl chloroacetate
REACTANT,REACTANT,tert.butyl 4'-[(2-n-butyl-6-n-pentanoylamino-benzimidazol-1-yl)-methyl]biphenyl-2-carboxylate,tert.butyl 4'-[(2-n-butyl-6-n-pentanoylamino-benzimidazol-1-yl)-methyl]biphenyl-2-carboxylate
REACTANT,REACTANT,trifluoroacetic acid,trifluoroacetic acid
REACTANT,REACTANT,5-(biphenyl-4-yloxymethyl)-furan-2-carboxylic acid,5-(biphenyl-4-yloxymethyl)-furan-2-carboxylic acid
REACTANT,REACTANT,Intermediate 8,Intermediate 8
REACTANT,REACTANT,ethyl pipecolinate,ethyl pipecolinate
REACTANT,REACTANT,1-ethyl-3-(3-dimethylaminopropyl)-carbodiimide hydrochloride,1-ethyl-3-(3-dimethylaminopropyl)-carbodiimide hydrochloride
REACTANT,REACTANT,"N,N-dimethylaminopyridine","N,N-dimethylaminopyridine"
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,"tert-Butyl 4-[5-(7-amino[1,3]thiazolo[5,4-d]pyrimidin-2-yl)-1-methyl-4-phenyl-1H-imidazol-2-yl]-3,6-dihydropyridine-1(2H)-carboxylate","tert-Butyl 4-[5-(7-amino[1,3]thiazolo[5,4-d]pyrimidin-2-yl)-1-methyl-4-phenyl-1H-imidazol-2-yl]-3,6-dihydropyridine-1(2H)-carboxylate"
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,TFA,TFA
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,N-[(5-Bromo-1-naphthalenyl)carbonyl]-N-methylglycine methyl ester,N-[(5-Bromo-1-naphthalenyl)carbonyl]-N-methylglycine methyl ester
REACTANT,REACTANT,NaOH,NaOH
REACTANT,REACTANT,HCl,HCl
REACTANT,REACTANT,diamine,diamine
REACTANT,REACTANT,2-amino-6-chloro-3-nitropyridine,2-amino-6-chloro-3-nitropyridine
REACTANT,REACTANT,ethylene diamine,ethylene diamine
SOLVENT,SOLVENT,acetonitrile,acetonitrile
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,"N-trifluoroacetyl-7-benzyloxy-8-bromo-1-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine","N-trifluoroacetyl-7-benzyloxy-8-bromo-1-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine"
REACTANT,REACTANT,NaOH,NaOH
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,2-chloroquinoline-4-carboxylic acid,2-chloroquinoline-4-carboxylic acid
REACTANT,REACTANT,Et3N,Et3N
REACTANT,REACTANT,thionyl chloride,thionyl chloride
REACTANT,REACTANT,product,product
REACTANT,REACTANT,2-chloroquinoline-4-carbonyl chloride,2-chloroquinoline-4-carbonyl chloride
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,2-chloroquinoline-4-carbonyl chloride,NH3
REACTANT,REACTANT,compound ( 5-2 ),compound ( 5-2 )
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,2-(3-fluoro-4-(methylsulfonylmethyl)phenyl)propanoic acid,2-(3-fluoro-4-(methylsulfonylmethyl)phenyl)propanoic acid
REACTANT,REACTANT,(1-(3-chlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-5-yl)methanamine,(1-(3-chlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-5-yl)methanamine
REACTANT,REACTANT,"O-(1H-Benzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium tetrafluorborat","O-(1H-Benzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium tetrafluorborat"
REACTANT,REACTANT,1-hydroxybenzotriazole,1-hydroxybenzotriazole
REACTANT,SOLVENT,N-ethyldiisopropylamine,N-ethyldiisopropylamine
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,"benzyl 1-azabicyclo[3.2.0]heptan-3,7-dione-2-carboxylate","benzyl 1-azabicyclo[3.2.0]heptan-3,7-dione-2-carboxylate"
REACTANT,SOLVENT,Ac2O,Ac2O
SOLVENT,SOLVENT,pyridine,pyridine
REACTANT,REACTANT,hydrochloric acid ethyl acetate,hydrochloric acid ethyl acetate
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,(E)-N-[4-(chloromethyl)-phenyl]-3-(4-methylphenyl)cinnamamide,(E)-N-[4-(chloromethyl)-phenyl]-3-(4-methylphenyl)cinnamamide
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,"2-(3,4-dimethoxyphenyl)ethylmethyl-amine","2-(3,4-dimethoxyphenyl)ethylmethyl-amine"
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,REACTANT,water,water
REACTANT,REACTANT,nitrobenzene,4-fluoronitrobenzene
REACTANT,REACTANT,2-fluoronitrobenzene,2-fluoronitrobenzene
SOLVENT,REACTANT,chlorobenzene,chlorobenzene
SOLVENT,REACTANT,benzene,benzene
REACTANT,REACTANT,(ClCN)3F,2-fluoro
REACTANT,REACTANT,3-fluoronitrobenzene,3-fluoronitrobenzene
REACTANT,COMPOUND_MISSING,BF4−,COMPOUND_MISSING
REACTANT,REACTANT,compound 3-A,compound 3-A
REACTANT,REACTANT,2-isopropoxybenzaldehyde,2-isopropoxybenzaldehyde
REACTANT,REACTANT,methoxylamine hydrochloride,methoxylamine hydrochloride
REACTANT,REACTANT,sodium bicarbonate,sodium bicarbonate
REACTANT,REACTANT,potassium cyanide,potassium cyanide
REACTANT,REACTANT,"1,1,1-trifluoro-4-phenyl-butan-2-one","1,1,1-trifluoro-4-phenyl-butan-2-one"
SOLVENT,SOLVENT,water,water
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,DIBAL,DIBAL
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,sulfuric acid,sulfuric acid
SOLVENT,COMPOUND_MISSING,water,COMPOUND_MISSING
REACTANT,REACTANT,L-Leucine,L-Leucine
REACTANT,REACTANT,isovaleraldehyde,isovaleraldehyde
CATALYST,CATALYST,Pd/C,Pd/C
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,NaOH,NaOH
REACTANT,REACTANT,ammonium chloride,ammonium chloride
REACTANT,REACTANT,N-formylmorpholine,N-formylmorpholine
REACTANT,REACTANT,"7-bromo-6-fluoro-9-methoxy-3,4-dihydro-2H-benzo[b][1,4]dioxepine","7-bromo-6-fluoro-9-methoxy-3,4-dihydro-2H-benzo[b][1,4]dioxepine"
REACTANT,REACTANT,n-butyllithium,n-butyllithium
SOLVENT,SOLVENT,THF,THF
SOLVENT,COMPOUND_MISSING,ethyl acetate,COMPOUND_MISSING
REACTANT,REACTANT,N-Methyl-N-{(1R)-1-(N-methyl-N-((1R)-1-(methylcarbamoyl)-2-phenyl-ethyl)carbamoyl)-2-(2-naphthyl)ethyl}carbamic acid tert-butyl ester,N-Methyl-N-{(1R)-1-(N-methyl-N-((1R)-1-(methylcarbamoyl)-2-phenyl-ethyl)carbamoyl)-2-(2-naphthyl)ethyl}carbamic acid tert-butyl ester
SOLVENT,SOLVENT,trifluoroacetic acid methylene chloride,trifluoroacetic acid methylene chloride
REACTANT,REACTANT,bromo-5-methyl pyridine,2 bromo-5-methyl pyridine
REACTANT,REACTANT,barium hydroxide,barium hydroxide
REACTANT,SOLVENT,DME,DME
SOLVENT,SOLVENT,water,water
SOLVENT,SOLVENT,Water,Water
REACTANT,REACTANT,2-(trifluoromethyl)phenylboronic acid,2-(trifluoromethyl)phenylboronic acid
CATALYST,CATALYST,palladium tetrakis(triphenylphosphine),palladium tetrakis(triphenylphosphine)
REACTANT,REACTANT,p-cyanobenzaldehyde,p-cyanobenzaldehyde
REACTANT,REACTANT,3-hydroxymethyl-2-octanol,3-hydroxymethyl-2-octanol
REACTANT,REACTANT,p-toluenesulfonic acid,p-toluenesulfonic acid
SOLVENT,SOLVENT,benzene,benzene
REACTANT,SOLVENT,toluene,toluene
REACTANT,SOLVENT,ethanol,ethanol
SOLVENT,REACTANT,sodium carbonate,sodium carbonate
CATALYST,CATALYST,tetrakis(triphenylphosphine)palladium,tetrakis(triphenylphosphine)palladium
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,3-bromo-4-(6-cyano-2-naphthyloxy)nitrobenzene,3-bromo-4-(6-cyano-2-naphthyloxy)nitrobenzene
REACTANT,REACTANT,2-formylphenyl boronic acid,2-formylphenyl boronic acid
REACTANT,REACTANT,p-toluenesulfonic acid,p-toluenesulfonic acid
REACTANT,REACTANT,200,200
REACTANT,REACTANT,mesityl oxide,mesityl oxide
REACTANT,REACTANT,geraniol,geraniol
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,"Methyl 3,7-dimethyl-4-oxo-6-octenoate","Methyl 3,7-dimethyl-4-oxo-6-octenoate"
REACTANT,REACTANT,lithium aluminum hydride,lithium aluminum hydride
SOLVENT,SOLVENT,ether,ether
SOLVENT,SOLVENT,ether,ether
REACTANT,REACTANT,water,water
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,sodium bicarbonate,sodium bicarbonate
REACTANT,REACTANT,(3S)-1-(2-chloropyrimidin-4-yl)-3-cyclopropyl-2-oxopyrrolidine-3-carbonitrile,(3S)-1-(2-chloropyrimidin-4-yl)-3-cyclopropyl-2-oxopyrrolidine-3-carbonitrile
REACTANT,REACTANT,2-(4-amino-1H-pyrazol-1-yl)-2-methylpropan-1-ol,2-(4-amino-1H-pyrazol-1-yl)-2-methylpropan-1-ol
REACTANT,REACTANT,acetic acid,acetic acid
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,sodium,sodium
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,O-ethylisourea hydrochloride,O-ethylisourea hydrochloride
REACTANT,REACTANT,methyl 4-chloroacetoacetate,methyl 4-chloroacetoacetate
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,"2-trifluoroacetyl-1,2,3,4-tetrahydro-isoquinoline-7-sulfonyl chloride","2-trifluoroacetyl-1,2,3,4-tetrahydro-isoquinoline-7-sulfonyl chloride"
REACTANT,REACTANT,dimethylamine hydrochloride,dimethylamine hydrochloride
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,3-amino-5-(2-chlorophenyl)-2-thiophenecarboxamide,3-amino-5-(2-chlorophenyl)-2-thiophenecarboxamide
REACTANT,REACTANT,trimethylsilylisocynate,trimethylsilylisocynate
REACTANT,REACTANT,"N′,8-dihydroxy[1,6]naphthyridine-7-carboximidamide","N′,8-dihydroxy[1,6]naphthyridine-7-carboximidamide"
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,4-fluorophenylacetyl chloride,4-fluorophenylacetyl chloride
REACTANT,REACTANT,"8-[3-(4-piperidinyl)propanoyl]-1,2,5,6-tetrahydro-4H-pyrrolo[3,2,1-ij]quinolin-4-one","8-[3-(4-piperidinyl)propanoyl]-1,2,5,6-tetrahydro-4H-pyrrolo[3,2,1-ij]quinolin-4-one"
REACTANT,REACTANT,2-(2-chlorophenyl)ethyl methanesulfonate,2-(2-chlorophenyl)ethyl methanesulfonate
CATALYST,CATALYST,Palladium on carbon,Palladium on carbon
REACTANT,REACTANT,"2,4-Dihydroxybenzaldehyde","2,4-Dihydroxybenzaldehyde"
SOLVENT,SOLVENT,2-propanol,2-propanol
REACTANT,REACTANT,phosphoric acid,phosphoric acid
REACTANT,REACTANT,sodium hydride,sodium hydride
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,SOLVENT,hexamethylphosphoramide,hexamethylphosphoramide
REACTANT,REACTANT,2-methyl-2-[4-(1-methylpropoxy)phenoxy]ethanol,2-methyl-2-[4-(1-methylpropoxy)phenoxy]ethanol
REACTANT,REACTANT,2-chloropyridine,2-chloropyridine
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,"(R)-3-methyl-2-oxoimidazolidine-1,4-dicarboxylic acid 1-benzyl ester 4-tert-butyl ester","(R)-3-methyl-2-oxoimidazolidine-1,4-dicarboxylic acid 1-benzyl ester 4-tert-butyl ester"
SOLVENT,SOLVENT,methanol,methanol
CATALYST,CATALYST,palladium on carbon,palladium on carbon
REACTANT,REACTANT,hydrogen,hydrogen
REACTANT,REACTANT,"2-(4-chlorophenyl)-2-[(1,2,4-triazol-1-yl)methyl]butyramide","2-(4-chlorophenyl)-2-[(1,2,4-triazol-1-yl)methyl]butyramide"
REACTANT,REACTANT,sulfuric acid,sulfuric acid
REACTANT,REACTANT,ice,ice
REACTANT,REACTANT,3-tert-Butoxycarbonylamino-3-hydroxymethyl-azetidine-1-carboxylic acid tert-butyl ester,3-tert-Butoxycarbonylamino-3-hydroxymethyl-azetidine-1-carboxylic acid tert-butyl ester
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,acetic acid,acetic acid
REACTANT,REACTANT,methanesulfonyl chloride,methanesulfonyl chloride
SOLVENT,COMPOUND_MISSING,water,COMPOUND_MISSING
REACTANT,REACTANT,methylmagnesium bromide,methylmagnesium bromide
REACTANT,REACTANT,1-[5-bromo-3-(dimethylamino)-2-methoxyphenyl]-1-ethanone,1-[5-bromo-3-(dimethylamino)-2-methoxyphenyl]-1-ethanone
SOLVENT,SOLVENT,ether,ether
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,ammonium chloride,ammonium chloride
REACTANT,REACTANT,TBAF,TBAF
REACTANT,REACTANT,[3-(tert-butyl-dimethyl-silanyloxymethyl)-4-chloro-benzyl]-(2-fluoro-ethyl)-carbamic acid tert-butyl ester,[3-(tert-butyl-dimethyl-silanyloxymethyl)-4-chloro-benzyl]-(2-fluoro-ethyl)-carbamic acid tert-butyl ester
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,EtOAc,EtOAc
REACTANT,REACTANT,sodium bicarbonate,sodium bicarbonate
REACTANT,REACTANT,1-Acetyl-3-bromomethyl-6-fluoro-1-H-indazole,1-Acetyl-3-bromomethyl-6-fluoro-1-H-indazole
REACTANT,REACTANT,4-methoxyphenylpiperazine dihydrochloride,4-methoxyphenylpiperazine dihydrochloride
REACTANT,REACTANT,Hunig's base,Hunig's base
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
SOLVENT,SOLVENT,methylene chloride,methylene chloride
REACTANT,REACTANT,"2,4-bis-[(tetrahydropyran-2-yloxy)-amino]-5-(3,4,5-trimethoxybenzyl)-pyrimidine","2,4-bis-[(tetrahydropyran-2-yloxy)-amino]-5-(3,4,5-trimethoxybenzyl)-pyrimidine"
SOLVENT,SOLVENT,hydrochloric acid,hydrochloric acid
REACTANT,REACTANT,sodium hydroxide,sodium hydroxide
SOLVENT,COMPOUND_MISSING,methylene chloride,COMPOUND_MISSING
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,hexane,hexane
REACTANT,REACTANT,n-butyllithium,n-butyllithium
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
REACTANT,REACTANT,1(3-bromophenyl)naphthalene,1(3-bromophenyl)naphthalene
SOLVENT,SOLVENT,THF,THF
REACTANT,COMPOUND_MISSING,triisopropyl borate,COMPOUND_MISSING
REACTANT,REACTANT,Na2CO3,Na2CO3
REACTANT,REACTANT,"3-[(4-Chloro-6-morpholin-4-yl-[1,3,5]triazin-2-ylamino)-methyl]-azetidine-1-carboxylic acid tert-butyl ester","3-[(4-Chloro-6-morpholin-4-yl-[1,3,5]triazin-2-ylamino)-methyl]-azetidine-1-carboxylic acid tert-butyl ester"
CATALYST,REACTANT,(Ph3P)4Pd,(Ph3P)4Pd
SOLVENT,REACTANT,dimethoxyethane,dimethoxyethane
REACTANT,COMPOUND_MISSING,"4-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-phenylamine",COMPOUND_MISSING
REACTANT,REACTANT,Butyraldehyde,Butyraldehyde
REACTANT,REACTANT,3-mercapto-1-butanol,3-mercapto-1-butanol
REACTANT,REACTANT,PTSA,PTSA
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,COMPOUND_MISSING,monohydrate,COMPOUND_MISSING
REACTANT,REACTANT,methylene chloride,methyl chloride
REACTANT,REACTANT,perchloroethylene,perchloroethylene
REACTANT,COMPOUND_MISSING,chloroform,COMPOUND_MISSING
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,methylmagnesium chloride,methylmagnesium chloride
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,2-bromo-pyridine-4-carbaldehyde,2-bromo-pyridine-4-carbaldehyde
SOLVENT,SOLVENT,THF,THF
CATALYST,REACTANT,tetrabutylammonium bromide,tetrabutylammonium bromide
REACTANT,REACTANT,sodium,sodium
REACTANT,REACTANT,"methyl 4-hydroxy-2-oxo-1,2-dihydro-1,5-naphthyridine-3-carboxylate","methyl 4-hydroxy-2-oxo-1,2-dihydro-1,5-naphthyridine-3-carboxylate"
REACTANT,REACTANT,benzyl bromide,benzyl bromide
SOLVENT,SOLVENT,water,water
SOLVENT,COMPOUND_MISSING,methylene chloride,COMPOUND_MISSING
REACTANT,REACTANT,"2,3-dicarboxy-1-(2-methoxyphenyl)-4-phenyl-pyrrole","2,3-dicarboxy-1-(2-methoxyphenyl)-4-phenyl-pyrrole"
REACTANT,CATALYST,Cu,Cu
SOLVENT,SOLVENT,quinoline,quinoline
REACTANT,REACTANT,Cu,Cu
REACTANT,REACTANT,"5-bromo-2,3-dimethylbenzoic acid","5-bromo-2,3-dimethylbenzoic acid"
REACTANT,REACTANT,HATU,HATU
REACTANT,REACTANT,cyclopropylamine,cyclopropylamine
REACTANT,REACTANT,Hunig's base,Hunig's base
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,2-Fluoro-3-methylpyridine,2-Fluoro-3-methylpyridine
SOLVENT,SOLVENT,DMF,DMF
SOLVENT,SOLVENT,H2O,H2O
REACTANT,REACTANT,NaH,NaH
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,benzylmercaptan,benzylmercaptan
CATALYST,CATALYST,Nickel,Raney®-Nickel
REACTANT,REACTANT,Pyrrolidine-1-carboxylic acid (3-nitro-phenyl)-amide,Pyrrolidine-1-carboxylic acid (3-nitro-phenyl)-amide
SOLVENT,SOLVENT,MeOH EtOAc,MeOH EtOAc
REACTANT,REACTANT,hydrazine monohydrate,hydrazine monohydrate
REACTANT,REACTANT,"6,7-dimethoxy-N2-(4-phenyl-piperidin-4-ylmethyl)-quinazoline-2,4-diamine","6,7-dimethoxy-N2-(4-phenyl-piperidin-4-ylmethyl)-quinazoline-2,4-diamine"
REACTANT,REACTANT,ethyl chloroformate,ethyl chloroformate
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,dichloromethane,dichloromethane
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,E9,E9
REACTANT,REACTANT,"2-(3,4-difluorophenyl)ethanol","2-(3,4-difluorophenyl)ethanol"
REACTANT,REACTANT,"7-chloro-1,2,2-trimethyl-2,3-dihydroimidazo[1,2-c]pyrimidin-5(1H)-one","7-chloro-1,2,2-trimethyl-2,3-dihydroimidazo[1,2-c]pyrimidin-5(1H)-one"
REACTANT,REACTANT,4-methoxybenzyl chloride,4-methoxybenzyl chloride
