reaction_id,COMPOUND__n_ref,COMPOUND__n_inf,COMPOUND__n_removal,COMPOUND__n_addition,COMPOUND__n_alteration_strict,COMPOUND__n_alteration_nonstrict,COMPOUND__n_intact_strict,COMPOUND__n_intact_nonstrict,PRODUCT_COMPOUND__n_ref,PRODUCT_COMPOUND__n_inf,PRODUCT_COMPOUND__n_removal,PRODUCT_COMPOUND__n_addition,PRODUCT_COMPOUND__n_alteration_strict,PRODUCT_COMPOUND__n_alteration_nonstrict,PRODUCT_COMPOUND__n_intact_strict,PRODUCT_COMPOUND__n_intact_nonstrict,REACTION_CONDITIONS__n_ref,REACTION_CONDITIONS__n_inf,REACTION_CONDITIONS__n_removal,REACTION_CONDITIONS__n_addition,REACTION_CONDITIONS__n_alteration_strict,REACTION_CONDITIONS__n_alteration_nonstrict,REACTION_CONDITIONS__n_intact_strict,REACTION_CONDITIONS__n_intact_nonstrict,REACTION_WORKUP__n_ref,REACTION_WORKUP__n_inf,REACTION_WORKUP__n_removal,REACTION_WORKUP__n_addition,REACTION_WORKUP__n_alteration_strict,REACTION_WORKUP__n_alteration_nonstrict,REACTION_WORKUP__n_intact_strict,REACTION_WORKUP__n_intact_nonstrict
ord-33332d7ba62344c68f86b58e27bfb83e,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b4ebd9b4273f40e987464514db717ed9,5,4,1,0,0,0,4,4,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2,3,0,1,2,2,0,0
ord-2f932b331c794f45b699ed28d47c2e3f,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-a7b02d0bff1d45a7a3200b6dadfc077f,6,6,0,0,2,0,4,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-04e2eb17b10849ed8ef3f4e8d2fcc490,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-44393533fc30475d8c465eb5840a3987,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-7c3be977ccc6483d864cb36de1b0bff8,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-969ab640de634c1e920c78ca6ba4a0ae,3,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-aff65ac74f8440e3ac3a2bece001f2f0,5,7,0,2,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,3,3,5,5
ord-9a4d5baae8064d5aac0a7606d59f1d28,6,5,1,0,2,1,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-810bba933fb14a9e9720f15bcf0ba966,6,7,0,1,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,8,2,0,1,1,7,7
ord-f51415733d7e45bc9f4f133cff43223e,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-65f422302db44d9983e833a05da24a04,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-621e0def98824858a359ec5271016cbe,6,5,1,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-42dd9fee2b714612b039070e7448b767,5,5,0,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-0c266cc3311241e79160ef9ae6296e53,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-41687d7099ec4a558ee4bfcb736dfbea,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-5bb3175da738406fa5654c450b5e71e7,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,5,1,0,0,0,5,5
ord-794867378db8487294a5a4391d8af0be,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-86c5dfbc274547f0b41132e8c6300031,7,6,1,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-d29bbf1d91834a47a541397da628a72c,9,9,0,0,3,0,6,9,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-73e238a8c7cc4a5e80744b11b91d9d4c,6,7,0,1,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,7,7,0,0,2,2,5,5
ord-76e17c026644463a9255a66695db2664,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-97493774cbfa4cd8a6eab4fe091d5a9d,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-39509b719e444ccba37febc613518329,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-432dda6871c243b5a9313f3249e8ec40,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-d1b20981e5d54cd39c6f9fb5e6f6b71e,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-824116a346f049c6862836e3fa0e2444,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,5,0,2,1,1,2,2
ord-d5407f3d38f3441987ef4e0f34a9b935,7,5,2,0,2,1,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-ae4731b5debf4ee5b9b046f695be2459,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-a3d58bed4cbb46d4ab23faf6c1243a95,5,4,1,0,1,1,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,6,0,1,1,1,4,4
ord-7b0afeacbff14e54b4369b716307c83e,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-b6c0f7003572428c89a3232014035e5e,3,4,0,1,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,6,1,0,0,0,6,6
ord-e0f090f81fb2433f94ea8cfbdad71a04,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-4a0d31e72cd5419d88557d9ca46e59c5,2,5,0,3,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
ord-084cdea924c04321a8411b2b9e7309d5,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-37a2327f738142abac116099ba315b98,6,5,1,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-ccc3ebfb6a584f5f9e0f4ace1eb2b64f,6,6,0,0,1,1,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-c751d9f23695493ab3ba700ebcc65a1a,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c464f991343146c88738ecc251339d1e,5,6,0,1,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,8,0,1,2,2,5,5
ord-eed1a08719ed4f208c9b20c0edd39357,8,6,2,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,12,0,1,0,0,11,11
ord-4632ceffa3fa493481932e8d05cf86fe,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-deefc191e6d5456da08f9a77fd254cde,9,8,1,0,1,0,7,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-3997fa9972444ac69fcd3810a5b74873,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-9389ecb1ff064e058e58d000cafba1be,6,6,0,0,3,1,3,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,10,12,0,2,3,3,7,7
ord-93efc3c1cf6e4482a34cd53db95f4b36,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-7ac23ec1106e409ca21bba6bb7fe27f3,6,5,1,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-3aea12f660ae42a595950e40397af94a,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-2d4b0f70fe88423db019e11bd28d183d,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-7d23fa819ee1442baeb58e71e7f68888,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-d8554dc17f6b44e0a8b9b9e6ac020e8f,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e95aba98f6db42b4a8c21f14665131ff,3,2,1,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0b0c8cc202774c8ca7a4ece91b99a69b,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-5694b658392f45f6a07e629df628c163,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-205a7a5781f24176abd4a795644df55f,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,8,1,0,1,1,7,7
ord-e1e18fe9d31c43a286b8723905821d20,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-1b049e5eded0421d881d0525f5536767,3,2,1,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-de703f269632450884536f4d0c70a072,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-bde3766d15a9499b8fab0896919cd517,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-23220158a3c842b9ac1cf613bd70c9bb,4,4,0,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-3891f3d264194a978c3e8ebb64524d4d,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-7164ee5b4b354c36a9b5ca7c97a1e902,7,7,0,0,1,1,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-0f93b2f3423b45ebbe194eaa33773e46,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-8bf61149e27340d3aad3eca0bf7482c6,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-2886c4eb72fa42749201d06ff52c2639,2,3,0,1,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-894fe34f554f4c14a6d83b114d3b5238,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-b0abd2a474914d8282524e552c6f368b,7,4,3,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,15,17,0,2,1,1,14,14
ord-e23c7cca575d435195510663a8aecf7f,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-fc6fb0b9dde640f1bf18744b978b8f55,5,4,1,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,5,0,1,1,1,3,3
ord-7ff8a80b0cdc4232903769c52402086d,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-15870e9c17454d66a336251401848db2,4,5,0,1,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,1,1,2,2
ord-d0f9d19d76484f98b5c1f424871811d1,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-792fe49068e84f7b86d04dedfffa125c,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,12,12,0,0,0,0,12,12
ord-59d16ba437e949b5b0e3769863f4f793,6,5,1,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e6ec0945364e4659abbc8ad963d14ca3,7,7,0,0,3,0,4,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-61b91799d3d041ddabd1f32b13d9313d,6,6,0,0,1,1,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-4b308f1f507746ce9d43b979e43887de,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-28ece7bb32404a82a76a3037c5fdb871,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-fe9cc583eae343a8a84dfce23f811b2e,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-e2f38595212a4d21bfc05e9b806fd9b6,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-f100f95751e34d6291c66c5ee49d9525,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-7a716a2b363f43fba7f5d8be71311ac2,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-6784d37229ff4d72aa37e61b321bcc5f,6,7,0,1,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,1,1,9,9
ord-0d5030c009204049928eb0c5cc06bb75,4,3,1,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-64a4b7ab3341496296499f6cf7c5496f,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1
ord-91c04d4982e04b3591c82a1349e4e174,5,4,1,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e08578a0d938466aace99e1a6ef63031,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-8114bad06a7c4f75abdd32e4dc13ae0a,7,7,0,0,1,0,6,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-f3621e3ad4094c4d8fc4d6efec312e7d,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-16a773e9014948afbf0b98eaa04776f4,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-438bbeb97d6e4aa189132c8351edb588,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-8a1d3c410ea648698e5d4566ee7a35a8,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-105e6dd215ca4b81bee594ccbd9d85a7,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-15ea8125c7bd4efcb6fbffe313c03027,6,8,0,2,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,7,0,1,2,2,4,4
ord-0334253b6f464e2f9ea6e173e55ed7f1,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-d48da1d038434bc4ad1e78a15656cc31,2,2,0,0,0,0,2,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-a674d8ecd5fb4f9c82c5e97582ba3fa9,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-e4ca628b8abe4c9095a6563e49c7ff02,21,14,7,0,14,13,0,1,2,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
ord-6f765940a1ab4f2998a167ad9a1f77fe,7,7,0,0,1,0,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-e899f35840144dd68242406086f80853,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,1,1,9,9
ord-6679c3d7e7054d60acc8636a96b4d75e,6,6,0,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,12,12,0,0,0,0,12,12
ord-ea34785cfa5640bcafcdfa850e349c0f,5,4,1,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-4c34afbd772a437284a77aa0902e4da8,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,14,2,12,0,1,1,1,1
ord-b879e159d2af41e68e730dc1dc95d348,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-dc931a180c9b472da37bd63639b63231,7,6,1,0,1,0,5,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-e404460836eb4adea77f6dca7aa0cac2,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-5421b04ac2724ecaa5c7231728c3bd28,6,4,2,0,3,3,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,14,2,12,0,2,2,0,0
ord-34a52f707f1f45c29596c8cf98ae138e,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-b42841a9010b4778a1258210d67a47a9,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,1,1,9,9
ord-ea257b0d4cd548239d2f9235186ba54a,8,9,0,1,0,0,8,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,10,0,1,1,1,8,8
ord-e7a56fb697134a5f8e3a5baae99c7230,5,5,0,0,2,2,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-5485c7e42a2744d49264e4c9a05318dd,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-fcb286e71c6a4e45812637e348a49784,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b314e71b76a94db19c81ededa818a3f9,7,8,0,1,2,0,5,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-6d870da8959d4d7fbda269252647f39e,5,5,0,0,5,5,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,8,10,0,2,6,6,2,2
ord-5cef9e61448e4c3e945ba32a0be39fa8,2,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-cf1c00dce8324fc9b18b4afb75c39f37,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,4,5,0,0,0,4,4
ord-88bcdbb254454dadb1b2b07d75fea3ab,8,9,0,1,0,0,8,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-a293aec94fe945f3a188ae43621de17a,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-1acd644a37df4694a2fcf243047bf2fb,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-a12a8095cd2c4a3cb6f953e635ee092e,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-c64f6d1a26234a8c8f1ad6ca3a8bd6ff,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-e7c69ca343544745b469cd67029bbebb,3,4,0,1,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,7,0,2,1,1,4,4
ord-f18ad8b743674e01a71261e3664ee9be,3,2,1,0,0,0,2,2,1,2,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-4af9c31168e94a3c9a00a55a1e5628d3,10,8,2,0,0,0,8,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,3,0,1,0,0,2,2
ord-93491fc306284707b31733b7d3201c83,3,4,0,1,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-acc7835b845a4303af3b4e4c42bb4e2e,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-959ea3ef68d8401095e1b508b294dc7a,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-d093cfea084149a5a72b2ed9010fb876,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,12,11,1,0,2,2,9,9
ord-6065b7190dfa4a3fb2f8de5f83fec3a0,6,6,0,0,0,0,6,6,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,8,9,0,1,1,1,7,7
ord-b206f8f6b93f49aeae89aa63256e4e4e,5,6,0,1,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,1,1,5,5
ord-2e3e4410a5684ccea67d6e1c9f97c41b,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-a74ea5f4dc3e467786f35c1df7b10951,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-c9dd6751cfb64cb5bbd0df92fd379eaa,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,5,5,0,0,0,0,5,5
ord-6b83f0b766bf447c96e93df607d9a2c4,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-b21034660a734241a98833805d14965a,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-eadde99d926943888e7a98abeddd6246,6,5,1,0,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-2ee246e9831645008ad3d0365b3aad37,7,9,0,2,5,3,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,9,12,0,3,3,3,6,6
ord-86fa245e671c47dfa2404ec56cd61447,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-80b7dadff88440d7acd24345c6d9dcd6,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-69ca278e8e744d1fac265a616c687c9e,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-618abb70589c472eb885731f12699f64,5,5,0,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-a4648e85d6d94be588e55164e6e9a00f,6,6,0,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-6d70e32806664f4888f0a3bbb88e6b82,7,6,1,0,0,0,6,6,1,2,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,2,2,0,0
ord-4ff0b5bd8e744c57ab789498982f401b,5,6,0,1,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-50de8a8e5889458aa897d22b26e783fe,2,2,0,0,1,0,1,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-1e8c2994e86a498d92cf684018961c13,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-59c204142b7c473988a8c9c08e323cd1,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-80c06c16148c4cbca59339b7b2597ac1,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-408aaa25be984cf6b265b57d8798b6c5,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,6,1,0,0,0,6,6
